epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,111.059,1.04978,4.24737,3.15078,1.52433,0.01812,0.92014,0.39986,0.26572,0.00797,0.45833,0.22385,0.07094,1.0292,3.03441,3.40564,1.84293,0.0001625,0.0001625,0.0001625
